category,product_description
Household,"Plantex Stainless Steel Triple Step Swing Fruit & Vegetable Basket for Kitchen/Fruit Basket for Dining Table/Fruit & Vegetable Storage Basket This Plantex Product 3 Tier Fruit Basket Showcase an assortment of fresh produce, snacks, and other household items in a decorative double tier basket stand. Removable Basket - Versatile tiers easily detach into two individual fruit bowls and double as amazing serving pieces - Fit more fruit and veggies in half the space -Great for small kitchens and dining areas, Multi-purpose Stand - Ideal for any room in the house or for seasonal/holiday purposes.Also makes a really perfect gift. 100% Stainless Steel Material. Measures helping to keep your vegetables and fruits fresher longer! The sturdy chrome metal design makes for ideal pantry storage or a beautiful centerpiece on your counter best. fruit bowl 3 level triple hammock design to artfully display your fresh produce. fruit bowl centerpiece Chrome metal construction for sturdiness and sophisticated looks. kitchen storage solution or an eye-catching centerpiece on your counter best.  fruit bowls for the counters Bowls can easily be got rid of to make use of as separate serving pieces."
Household,"Sammsara Decorative Metal Sphere Set.Decorative Orbs for Bowls and Vases.Orbs Decorative Balls Set.7""x7"" Inches & 5""x5"" Inches Color:Silver   Decorative Orb with a rough & raw aluminium look adds a touch of rustic beauty to your books or table. Stack them up as a collection with similar products for best results."
Household,"AVS STORE ® Brass Decorative Dry Fruit Blue Bowl Carving Work -Beautiful Peacock Design Kitchenware Gift (7 in) Size:7 IN   Brass Dry Fruit Bowl.Brass is used for a variety of purposes such as ornaments, sculptures and even utensils. Brass is chosen as utensils because they are solid and unbreakable. In addition, brass utensils such as brass bowls do not loose glaze for long periods of time. Brass bowls are fire resistant and heat too. Also brass bowls are slightly carved and shaped in different patterns. Brass bowls are used for many purposes in our lives. Brass bowls are the most beautiful traditional utensils for storing edible stuff. Brass bowls are used for grinding herbs as well. These bowls are very glory and can also be used for decorative purposes."
Household,"Shabana Art Potteries Handmade Earthenware Decorative Flower Pot / Uruli / Urli - Black (Small) Size:Dia - 6 inch   This Handmade decorative Flower pot showpiece by Village Decor is ideal for your home. This showpiece is made of clay high fired to get (terracotta material) a strong and quality output and is handcrafted by skilled artisans using conventional techniques. Hand painted and decorative design is hand made using mehndi cone also stone worked. It's the symbol of elegance, creativity and reliability, innovative perspective and distinctive designs. This terracotta showpiece is water resistant and so this can be used for home garden or outdoor decorative purpose the color and paint does not fade out."
Household,"Urban Crafts India Silver Plated Brass Bowl for Diwali Anniversary - Set of 5 Pcs URBAN CRAFTS INDIA Presented Silver Plated Bowl Set of 5 Pcs The product in display is a set consisting of bowl, tray and spoon, which made of brass and finished in attractive silver color. This bowl comes with capacity 90 ml and can either be used as decorative item or as a serve ware to delight your guests."
Household,"ExclusiveLane Spice Box With Spoon In Sheesham Wood - Spice Rack Spice Holders Masala Container Decorative Boxes Storage Gift Jewelry Box Spice Box For Kitchen Wooden Container Designer Spice Containers Box Spice Container For Dining Table Size:6 x 8   - This sheesham wooden box with 9 sections and a spoon is great to store Indian spices.  - It is handcrafted in classic brown color and comes with a unique sheesham spoon. - This multipurpose utility box can also be used to store and serve refreshners, dry fruits and keep your knick knacks like jewellery, small items at one place.  - This will definitely keep your spices organised in your kitchen."
Household,"Craftland Wooden Jewellery Box (Brass n Carving) for Women/Girls Flip Flap Handmade Gift, 8 inches … Protect and preserve your valuables with this handcrafted wooden jewelry box. You always want to keep your best valuables precious jewelry safely. This wooden jewelry box is ideal for organizing your jewellery collection. This classical wooden jewelry storage case has been built from real wood and polished gold hardware. A stylish way to keep your jewelry organized. This wooden jewelry box has a curved, traditional design, rich brown finish."
Household,"ExclusiveLane Table Top Kitchen Decorative Wooden Masala Spice Box Set (20.3 cm x 20.3 cm x 5.0 cm, Brown) Size:12 x 16   This sheesham wooden box with 9 sections and a spoon is great to store Indian spices. It is handcrafted in classic brown color and comes with a unique sheesham spoon. This multipurpose utility box can also be used to store and serve refreshners, dry fruits and keep your knick knacks like jewellery, small items at one place. The natural brown colour of this multipurpose box enhances it's look and has 4 individually separated compartments. The containers can be used separately to store spices and other uses like for storing dry fruits, keep jewellery, serve refreshners and keep your knick knacks. It can be used to store raw spices as well and is easy to clean and maintain. This will definitely keep your spices organized in your kitchen. Art Type: Handcrafted. Note: Comes with a spoon and 9 removable containers. As this product is handcrafted there might be a slight color or design variation, which is natural and hence makes the product unique."
Household,"Satyam Kraft Plastic(Pack Of 6) Golden Decorative Box For Storage & Decoration Gift Box For Wedding Box For Storage,Gift (Square) Color Name:golden   This Is Golden / Dry Fruit Box Specially Used For Gifting Purpose In Indian Weddings, Gift Packaging, Corporate Giveaways, Festive Gifting And Several Other Innovative Purposes. This Box Has 1 Partitions And Each Partition With Enough Space To Store Dry Fruits Or Sweets In It.The Golden / Silver Colour Gives It A Very Traditional Look, Thereby, Making It Visually Attractive Usage:-Can Be Used To Serve Dryfruits Or Mouth Freshner Item -Very Appealing And Eye Catching As A Home Decor Item -Perfect Gift For House Warming / Anniversaries / Birthdays / For All Occasion -Can Be Used As A Jewelry / Box / Trinket Boox / Keepsake Box This Tray Set Is Designed In A Special Way. The Body Of The Bowl Is Well Designed. The Bowl Gives A Amazing Look In The Drawing Room Or Dining Table. Ideal For Daily Use And Gifting. Stylish And Trendy Look, Food Safe And Durable. The Jar Can Be Used For Keeping Dry Fruits, Sweets And Chocolates."
Household,"Satyam Kraft Rectangle Shape Metal Printed Trunk Box (3 in 1) Metal Trunks set of 3 for storage like jewelry,art set,books.best for decoration and storage. Satyam Kraft is register under copy right ,govt of India .infringement in its product is deemed for legal prosecution,note book shape gives a perfect gifting look and makes best for art and crafting need"
